ID,Mode,Proficiency,L1,Verb,Native_COLL,Native,Textbook,Reliability,Accessibility,Functions,Semantics,Textbook_COLL
FZLD_UZ,W,NNS3,TK,又恨又爱,Attracted,0.00,0.00,Yes,6,Stimulus,Psych,Repelled
AM_GN,S,NNS3,EN,友好,Repelled,0.07,1.85,Yes,3,Recipient,Manner,Attracted
AM_GN,S,NNS3,EN,友好,Repelled,0.07,1.85,Yes,3,Recipient,Manner,Attracted
CL_TR,W,NNS3,TK,友好,Repelled,0.07,1.85,Yes,3,Recipient,Manner,Attracted
ZCY_KR,W,NNS3,KR,和蔼,Attracted,0.02,0.00,Yes,5,Recipient,Manner,Repelled
HYW_TH,W,NNS3,TH,哭,Repelled,0.08,0.00,No,2,Target,Physical,Repelled
JJB_KR,W,NNS3,KR,失望,Attracted,0.12,3.71,Yes,3,Stimulus,Psych,Attracted
JJB_KR,W,NNS3,KR,感到,Attracted,11.04,5.56,Yes,2,Stimulus,Psych,Repelled
JJB_KR,W,NNS3,KR,失望,Attracted,0.12,3.71,Yes,3,Stimulus,Psych,Attracted
CQH_VN,W,NNS3,VN,失望,Attracted,0.12,3.71,Yes,3,Stimulus,Psych,Attracted
AM_GN,S,NNS3,EN,好,Repelled,1.20,5.56,Yes,1,Recipient,Manner,Repelled
AM_GN,S,NNS3,EN,好,Repelled,1.20,5.56,Yes,1,Recipient,Manner,Repelled
AM_GN,S,NNS3,EN,好,Repelled,1.20,5.56,Yes,1,Recipient,Manner,Repelled
DJM_KR,S,NNS3,KR,好,Repelled,1.20,5.56,Yes,1,Recipient,Manner,Repelled
GB_MX,S,NNS3,ES,好,Repelled,1.20,5.56,Yes,1,Recipient,Manner,Repelled
GB_MX,S,NNS3,ES,好,Repelled,1.20,5.56,Yes,1,Recipient,Manner,Repelled
GB_MX,S,NNS3,ES,好,Repelled,1.20,5.56,Yes,1,Recipient,Manner,Repelled
GSJ_TH,S,NNS3,TH,好,Repelled,1.20,5.56,Yes,1,Recipient,Manner,Repelled
GSJ_TH,S,NNS3,TH,好,Repelled,1.20,5.56,Yes,1,Recipient,Manner,Repelled
LZG_KR,S,NNS3,KR,好,Repelled,1.20,5.56,Yes,1,Recipient,Manner,Repelled
MQH_VN,S,NNS3,VN,好,Repelled,1.20,5.56,Yes,1,Recipient,Manner,Repelled
MQH_VN,S,NNS3,VN,好,Repelled,1.20,5.56,Yes,1,Recipient,Manner,Repelled
MQH_VN,S,NNS3,VN,好,Repelled,1.20,5.56,Yes,1,Recipient,Manner,Repelled
MQH_VN,S,NNS3,VN,好,Repelled,1.20,5.56,Yes,1,Recipient,Manner,Repelled
ZQC_MX,S,NNS3,ES,好,Repelled,1.20,5.56,Yes,1,Recipient,Manner,Repelled
ZSY_TH,S,NNS3,TH,好,Repelled,1.20,5.56,Yes,1,Recipient,Manner,Repelled
ZSY_TH,S,NNS3,TH,好,Repelled,1.20,5.56,Yes,1,Recipient,Manner,Repelled
ZSY_TH,S,NNS3,TH,好,Repelled,1.20,5.56,Yes,1,Recipient,Manner,Repelled
AM_AZ,S,NNS3,TK,好,Repelled,1.20,5.56,Yes,1,Recipient,Manner,Repelled
HSMH_JP,S,NNS3,JP,好,Repelled,1.20,5.56,Yes,1,Recipient,Manner,Repelled
ZCY_KR,S,NNS3,KR,好,Repelled,1.20,5.56,Yes,1,Recipient,Manner,Repelled
DBL_BF,S,NNS3,FR,好,Repelled,1.20,5.56,Yes,1,Recipient,Manner,Repelled
AM_GN,S,NNS3,EN,好,Repelled,1.20,5.56,Yes,1,Recipient,Manner,Repelled
HPL_TH,S,NNS3,TH,好,Repelled,1.20,5.56,Yes,1,Recipient,Manner,Repelled
HJQ_TH,W,NNS3,TH,好,Repelled,1.20,5.56,Yes,1,Recipient,Manner,Repelled
YCHG_VN,W,NNS3,VN,好,Repelled,1.20,5.56,Yes,1,Recipient,Manner,Repelled
YCHG_VN,W,NNS3,VN,好,Repelled,1.20,5.56,Yes,1,Recipient,Manner,Repelled
HYW_TH,W,NNS3,TH,好,Repelled,1.20,5.56,Yes,1,Recipient,Manner,Repelled
HYW_TH,W,NNS3,TH,好,Repelled,1.20,5.56,Yes,1,Recipient,Manner,Repelled
HPL_TH,W,NNS3,TH,好,Repelled,1.20,5.56,Yes,1,Recipient,Manner,Repelled
HPL_TH,W,NNS3,TH,好,Repelled,1.20,5.56,Yes,1,Recipient,Manner,Repelled
HPL_TH,W,NNS3,TH,好,Repelled,1.20,5.56,Yes,1,Recipient,Manner,Repelled
ZSYA_TH,W,NNS3,TH,好,Repelled,1.20,5.56,Yes,1,Recipient,Manner,Repelled
ZSYA_TH,W,NNS3,TH,好,Repelled,1.20,5.56,Yes,1,Recipient,Manner,Repelled
CLB_TH,W,NNS3,TH,好,Repelled,1.20,5.56,Yes,1,Recipient,Manner,Repelled
ZSYA_TH,W,NNS3,TH,好,Repelled,1.20,5.56,Yes,1,Recipient,Manner,Repelled
ALN_RU,W,NNS3,RU,好,Repelled,1.20,5.56,Yes,1,Recipient,Manner,Repelled
MLK_KG,W,NNS3,TK,好,Repelled,1.20,5.56,Yes,1,Recipient,Manner,Repelled
RHF_VN,W,NNS3,VN,好,Repelled,1.20,5.56,Yes,1,Recipient,Manner,Repelled
ZY_UZ,W,NNS3,TK,好,Repelled,1.20,5.56,Yes,1,Recipient,Manner,Repelled
FLUS_RU,W,NNS3,RU,好,Repelled,1.20,5.56,Yes,1,Recipient,Manner,Repelled
ZML_TH,W,NNS3,TH,好,Repelled,1.20,5.56,Yes,1,Recipient,Manner,Repelled
DLY_RU,W,NNS3,RU,实行,Attracted,5.76,0.00,Yes,5,Scope,Functional,Repelled
GBQ_TH,W,NNS3,TH,实行,Attracted,5.76,0.00,Yes,5,Scope,Functional,Repelled
LSJ_KR,W,NNS3,KR,实行,Attracted,5.76,0.00,Yes,5,Scope,Functional,Repelled
LSJ_KR,W,NNS3,KR,实行,Attracted,5.76,0.00,Yes,5,Scope,Functional,Repelled
QYX_KR,W,NNS3,KR,实行,Attracted,5.76,0.00,Yes,5,Scope,Functional,Repelled
QYX_KR,W,NNS3,KR,实行,Attracted,5.76,0.00,Yes,5,Scope,Functional,Repelled
XYY_TH,W,NNS3,TH,实行,Attracted,5.76,0.00,Yes,5,Scope,Functional,Repelled
LAQ_MG,W,NNS3,Other,实行,Attracted,5.76,0.00,Yes,5,Scope,Functional,Repelled
HH_SD,S,NNS3,AR,带来,Attracted,1.35,0.00,No,6,Target,Functional,Repelled
HH_SD,S,NNS3,AR,带来,Attracted,1.35,0.00,No,6,Target,Functional,Repelled
AJX_KR,W,NNS3,KR,帮助,Attracted,0.30,0.00,Yes,1,Concerned,Attribute,Repelled
TLL_UA,S,NNS3,Other,怎么样,Repelled,0.04,0.00,Yes,1,Recipient,Manner,Repelled
LWC_TH,W,NNS3,TH,怎么样,Repelled,0.04,0.00,Yes,1,Recipient,Manner,Repelled
ZYK_VE,W,NNS3,ES,恨,Attracted,0.42,1.85,No,4,Stimulus,Psych,Attracted
JZHX_KR,W,NNS3,KR,打招呼,Attracted,0.19,0.00,No,3,Target,Communication,Repelled
JTL_KR,S,NNS3,KR,教育,Attracted,0.09,0.00,Yes,3,Target,Social,Repelled
ZLB_RU,W,NNS3,RU,做,Attracted,5.41,3.71,Yes,1,Scope,Functional,Repelled
ZYK_VE,W,NNS3,ES,有,Attracted,4.49,77.85,Yes,1,Stimulus,Functional,Attracted
RBZ_VN,W,NNS3,VN,有,Attracted,4.49,77.85,Yes,1,Stimulus,Functional,Attracted
OY_TJ,S,NNS3,Other,有,Attracted,4.49,77.85,Yes,1,Stimulus,Functional,Attracted
OY_TJ,S,NNS3,Other,有,Attracted,4.49,77.85,Yes,1,Stimulus,Functional,Attracted
CGL_MG,S,NNS3,Other,有,Attracted,4.49,77.85,Yes,1,Stimulus,Functional,Attracted
AYD_KG,W,NNS3,TK,欢迎,Attracted,0.12,0.00,Yes,2,Recipient,Manner,Repelled
FSHY_VN,W,NNS3,VN,欢迎,Attracted,0.12,0.00,Yes,2,Recipient,Manner,Repelled
WPY_VN,W,NNS3,VN,欢迎,Attracted,0.12,0.00,Yes,2,Recipient,Manner,Repelled
XT_UZ,W,NNS3,TK,欢迎,Attracted,0.12,0.00,Yes,2,Recipient,Manner,Repelled
AYD_KG,S,NNS3,TK,有,Attracted,39.77,61.17,Yes,1,Theme,Functional,Attracted
JDHN_KR,W,NNS3,KR,温柔,Attracted,0.16,0.00,Yes,4,Recipient,Manner,Repelled
ZYJA_TH,W,NNS3,TH,温柔,Attracted,0.16,0.00,Yes,4,Recipient,Manner,Repelled
QTGTL_JP,W,NNS3,JP,满意,Attracted,2.71,25.95,Yes,2,Stimulus,Psych,Attracted
DLY_RU,W,NNS3,RU,漠不关心,Attracted,0.09,0.00,Yes,6,Recipient,Manner,Repelled
ZSYA_TH,W,NNS3,TH,热心,Attracted,0.09,1.85,Yes,4,Recipient,Manner,Attracted
GSJ_TH,S,NNS3,TH,热情,Attracted,0.16,5.56,Yes,2,Recipient,Manner,Attracted
GSJ_TH,S,NNS3,TH,热情,Attracted,0.16,5.56,Yes,2,Recipient,Manner,Attracted
DFH_TH,S,NNS3,TH,热情,Attracted,0.16,5.56,Yes,2,Recipient,Manner,Attracted
ZXL_TH,S,NNS3,TH,热情,Attracted,0.16,5.56,Yes,2,Recipient,Manner,Attracted
QJZE_KR,W,NNS3,KR,热情,Attracted,0.16,5.56,Yes,2,Recipient,Manner,Attracted
YTQZ_JP,W,NNS3,JP,热情,Attracted,0.16,5.56,Yes,2,Recipient,Manner,Attracted
JLB_KZ,W,NNS3,TK,热情,Attracted,0.16,5.56,Yes,2,Recipient,Manner,Attracted
ZXLI_TH,W,NNS3,TH,热情,Attracted,0.16,5.56,Yes,2,Recipient,Manner,Attracted
ZYK_VE,W,NNS3,ES,生气,Attracted,0.17,0.00,Yes,2,Stimulus,Psych,Repelled
JTL_KR,S,NNS3,KR,用,Attracted,0.62,1.85,Yes,2,Scope,Functional,Repelled
ZSY_TH,S,NNS3,TH,积极,Repelled,0.05,0.00,Yes,3,Recipient,Manner,Repelled
RYQ_VN,W,NNS3,VN,给予,Attracted,3.43,1.85,Yes,5,Target,Functional,Attracted
ADHK_KZ,W,NNS3,TK,给予,Attracted,3.43,1.85,Yes,5,Target,Functional,Attracted
JBY_KR,W,NNS3,KR,给予,Attracted,3.43,1.85,Yes,5,Target,Functional,Attracted
CAMLG_TH,W,NNS3,TH,表白,Attracted,0.22,0.00,No,3,Target,Communication,Repelled
QS_US,W,NNS3,EN,表示,Attracted,10.69,7.41,No,3,Theme,Communication,Attracted
RYQ_VN,W,NNS3,VN,表示,Attracted,10.69,7.41,No,3,Theme,Communication,Attracted
CQH_VN,W,NNS3,VN,表示,Attracted,10.69,7.41,No,3,Theme,Communication,Attracted
LHYA_TH,W,NNS3,TH,表示,Attracted,10.69,7.41,No,3,Target,Communication,Attracted
MEQ_TH,W,NNS3,TH,表示,Attracted,10.69,7.41,No,3,Theme,Communication,Attracted
WLY_RU,W,NNS3,RU,表示,Attracted,10.69,7.41,No,3,Theme,Communication,Attracted
WLY_RU,W,NNS3,RU,表示,Attracted,10.69,7.41,No,3,Theme,Communication,Attracted
WSNA_KR,W,NNS3,KR,表示,Attracted,10.69,7.41,No,3,Theme,Communication,Attracted
WSNA_KR,W,NNS3,KR,表示,Attracted,10.69,7.41,No,3,Theme,Communication,Attracted
ZAZ_TH,W,NNS3,TH,表示,Attracted,10.69,7.41,No,3,Theme,Communication,Attracted
ZZ_KZ,W,NNS3,TK,表示,Attracted,10.69,7.41,No,3,Theme,Communication,Attracted
FZLD_UZ,W,NNS3,TK,表示,Attracted,10.69,7.41,No,3,Theme,Communication,Attracted
YYM_VN,W,NNS3,VN,表示,Attracted,10.69,7.41,No,3,Theme,Communication,Attracted
LMR_TH,W,NNS3,TH,表示,Attracted,10.69,7.41,No,3,Target,Communication,Attracted
LMR_TH,W,NNS3,TH,表示,Attracted,10.69,7.41,No,3,Theme,Communication,Attracted
LSYI_TH,W,NNS3,TH,表示,Attracted,10.69,7.41,No,3,Theme,Communication,Attracted
YLN_RU,W,NNS3,RU,表示,Attracted,10.69,7.41,No,3,Theme,Communication,Attracted
AJX_KR,W,NNS3,KR,表示,Attracted,10.69,7.41,No,3,Target,Communication,Attracted
JXY_KR,W,NNS3,KR,表示,Attracted,10.69,7.41,No,3,Theme,Communication,Attracted
WLNA_RU,W,NNS3,RU,表示,Attracted,10.69,7.41,No,3,Target,Communication,Attracted
FLUS_RU,W,NNS3,RU,尊重,Attracted,0.78,1.85,Yes,3,Recipient,Manner,Repelled
SNY_KZ,W,NNS3,TK,要求,Attracted,1.06,0.00,No,2,Theme,Psych,Attracted
ZSYI_TH,W,NNS3,TH,讲,Attracted,5.51,11.12,No,2,Target,Communication,Attracted
ZFH_TH,S,NNS3,TH,说,Attracted,105.53,385.55,No,1,Target,Communication,Attracted
XYY_TH,S,NNS3,TH,说,Attracted,105.53,385.55,No,1,Target,Communication,Attracted
ZYJ_TH,S,NNS3,TH,说,Attracted,105.53,385.55,No,1,Target,Communication,Attracted
HH_SD,S,NNS3,AR,说,Attracted,105.53,385.55,No,1,Target,Communication,Attracted
HH_SD,S,NNS3,AR,说,Attracted,105.53,385.55,No,1,Target,Communication,Attracted
HH_SD,S,NNS3,AR,说,Attracted,105.53,385.55,No,1,Target,Communication,Attracted
QS_US,W,NNS3,EN,说,Attracted,105.53,385.55,No,1,Target,Communication,Attracted
LZHY_KR,W,NNS3,KR,说,Attracted,105.53,385.55,No,1,Target,Communication,Attracted
LZHY_KR,W,NNS3,KR,说,Attracted,105.53,385.55,No,1,Target,Communication,Attracted
JDHN_KR,W,NNS3,KR,说,Attracted,105.53,385.55,No,1,Target,Communication,Attracted
JDHN_KR,W,NNS3,KR,说,Attracted,105.53,385.55,No,1,Target,Communication,Attracted
JNX_KR,W,NNS3,KR,说,Attracted,105.53,385.55,No,1,Target,Communication,Attracted
LWC_TH,W,NNS3,TH,说,Attracted,105.53,385.55,No,1,Target,Communication,Attracted
HYW_TH,W,NNS3,TH,说,Attracted,105.53,385.55,No,1,Target,Communication,Attracted
MCWX_JP,W,NNS3,JP,说,Attracted,105.53,385.55,No,1,Target,Communication,Attracted
ZXW_KR,W,NNS3,KR,说,Attracted,105.53,385.55,No,1,Target,Communication,Attracted
ZXW_KR,W,NNS3,KR,说,Attracted,105.53,385.55,No,1,Target,Communication,Attracted
ZXW_KR,W,NNS3,KR,说,Attracted,105.53,385.55,No,1,Target,Communication,Attracted
JYS_KR,W,NNS3,KR,说,Attracted,105.53,385.55,No,1,Target,Communication,Attracted
SJNS_JP,W,NNS3,JP,说,Attracted,105.53,385.55,No,1,Target,Communication,Attracted
SJNS_JP,W,NNS3,JP,说,Attracted,105.53,385.55,No,1,Target,Communication,Attracted
JML_KR,W,NNS3,KR,说,Attracted,105.53,385.55,No,1,Target,Communication,Attracted
JZHX_KR,W,NNS3,KR,说,Attracted,105.53,385.55,No,1,Target,Communication,Attracted
TYSR_JP,W,NNS3,JP,说,Attracted,105.53,385.55,No,1,Target,Communication,Attracted
TYSR_JP,W,NNS3,JP,说,Attracted,105.53,385.55,No,1,Target,Communication,Attracted
TYSR_JP,W,NNS3,JP,说,Attracted,105.53,385.55,No,1,Target,Communication,Attracted
KME_UZ,W,NNS3,TK,说,Attracted,105.53,385.55,No,1,Target,Communication,Attracted
JMT_KR,W,NNS3,KR,说,Attracted,105.53,385.55,No,1,Target,Communication,Attracted
AM_GN,W,NNS3,EN,说,Attracted,105.53,385.55,No,1,Target,Communication,Attracted
AM_GN,W,NNS3,EN,说,Attracted,105.53,385.55,No,1,Target,Communication,Attracted
JJB_KR,W,NNS3,KR,说,Attracted,105.53,385.55,No,1,Target,Communication,Attracted
LY_SK,W,NNS3,Other,说,Attracted,105.53,385.55,No,1,Target,Communication,Attracted
QYX_KR,W,NNS3,KR,说,Attracted,105.53,385.55,No,1,Target,Communication,Attracted
CLB_TH,W,NNS3,TH,说,Attracted,105.53,385.55,No,1,Target,Communication,Attracted
XMX_KR,W,NNS3,KR,说,Attracted,105.53,385.55,No,1,Target,Communication,Attracted
SMR_TH,W,NNS3,TH,说,Attracted,105.53,385.55,No,1,Target,Communication,Attracted
ZYK_VE,W,NNS3,ES,说,Attracted,105.53,385.55,No,1,Target,Communication,Attracted
ALU_KG,W,NNS3,TK,说,Attracted,105.53,385.55,No,1,Target,Communication,Attracted
AJX_KR,W,NNS3,KR,说,Attracted,105.53,385.55,No,1,Target,Communication,Attracted
ZML_TH,W,NNS3,TH,说,Attracted,105.53,385.55,No,1,Target,Communication,Attracted
DBL_BF,S,NNS3,FR,说,Attracted,105.53,385.55,No,1,Target,Communication,Attracted
JZHX_KR,W,NNS3,KR,说,Attracted,105.53,385.55,No,1,Target,Communication,Attracted
WCG_TH,W,NNS3,TH,负,Attracted,6.59,7.41,Yes,3,Scope,Functional,Attracted
CLB_TH,W,NNS3,TH,过分,Repelled,0.04,0.00,Yes,5,Recipient,Manner,Repelled
LDYU_KR,W,NNS3,KR,过奖,Attracted,0.01,0.00,Yes,5,Target,Communication,Repelled
JYS_KR,W,NNS3,KR,这样,Repelled,0.09,1.85,Yes,1,Recipient,Manner,Repelled
WLN_KZ,W,NNS3,TK,进行,Attracted,55.76,37.07,Yes,5,Scope,Functional,Attracted
DFH_TH,W,NNS3,TH,进行,Attracted,55.76,37.07,Yes,5,Scope,Functional,Attracted
NE_KZ,S,NNS3,TK,适应,Repelled,0.18,1.85,Yes,3,Stimulus,Psych,Attracted
XMX_KR,W,NNS3,KR,造成,Attracted,5.65,7.41,Yes,4,Concerned,Functional,Attracted
LWC_TH,W,NNS3,TH,道歉,Attracted,0.22,0.00,No,3,Target,Communication,Repelled
YYQH_JP,S,NNS3,JP,合适,Repelled,0.08,0.00,No,3,Concerned,Attribute,Repelled
LRY_KR,S,NNS3,KR,合适,Repelled,0.08,0.00,No,3,Concerned,Attribute,Repelled
RHF_VN,W,NNS3,VN,合适,Repelled,0.08,0.00,No,3,Concerned,Attribute,Repelled
ABR_UZ,W,NNS3,TK,合适,Repelled,0.08,0.00,No,3,Concerned,Attribute,Repelled
WJL_VE,W,NNS3,ES,合适,Repelled,0.08,0.00,No,3,Concerned,Attribute,Repelled
JBY_KR,W,NNS3,KR,合适,Repelled,0.08,0.00,No,3,Concerned,Attribute,Repelled
QYX_KR,W,NNS3,KR,好,Repelled,1.20,5.56,Yes,1,Recipient,Manner,Repelled
BL_CL,S,NNS3,ES,是,Attracted,6.62,18.54,Yes,1,Concerned,Functional,Repelled
JJB_KR,S,NNS3,KR,是,Attracted,6.62,18.54,Yes,1,Concerned,Functional,Repelled
NSJ_RU,S,NNS3,RU,是,Attracted,6.62,18.54,Yes,1,Concerned,Functional,Repelled
JMT_KR,W,NNS3,KR,是,Attracted,6.62,18.54,Yes,1,Concerned,Functional,Repelled
XMX_KR,W,NNS3,KR,是,Attracted,6.62,18.54,Yes,1,Concerned,Functional,Repelled
FLS_RU,W,NNS3,RU,是,Attracted,6.62,18.54,Yes,1,Concerned,Functional,Repelled
HPL_TH,W,NNS3,TH,是,Attracted,6.62,18.54,Yes,1,Concerned,Functional,Repelled
LXQ_ID,W,NNS3,Other,有,Attracted,19.49,87.12,Yes,1,Concerned,Functional,Attracted
SHL_TH,W,NNS3,TH,有,Attracted,19.49,87.12,Yes,1,Concerned,Functional,Attracted
HSHU_ID,W,NNS3,Other,有,Attracted,19.49,87.12,Yes,1,Concerned,Functional,Attracted
SNME_KR,W,NNS3,KR,有,Attracted,19.49,87.12,Yes,1,Concerned,Functional,Attracted
WPY_VN,W,NNS3,VN,是,Attracted,6.62,18.54,Yes,1,Concerned,Functional,Repelled
YK_TR,W,NNS3,TK,没用,Attracted,0.17,1.85,No,1,Concerned,Attribute,Attracted
TLL_UA,W,NNS3,Other,是,Attracted,6.62,18.54,Yes,1,Concerned,Functional,Repelled
LJ_RU,W,NNS3,RU,简单,Repelled,0.01,0.00,Yes,2,Concerned,Attribute,Repelled
ZSYA_TH,W,NNS3,TH,重要,Repelled,0.72,9.27,Yes,2,Concerned,Attribute,Attracted
WHY_TH,W,NNS3,TH,重要,Repelled,0.72,9.27,Yes,2,Concerned,Attribute,Attracted
LHL_ID,W,NNS3,Other,一无所知,Attracted,0.45,0.00,No,6,Theme,Psych,Repelled
LHL_ID,S,NNS3,Other,了解,Attracted,3.19,12.98,Yes,2,Theme,Psych,Attracted
CAMLG_TH,S,NNS3,TH,了解,Attracted,3.19,12.98,Yes,2,Theme,Psych,Attracted
PWL_AU,W,NNS3,EN,了解,Attracted,3.19,12.98,Yes,2,Theme,Psych,Attracted
KELA_PE,W,NNS3,ES,了解,Attracted,3.19,12.98,Yes,2,Theme,Psych,Attracted
ZHX_VE,W,NNS3,ES,了解,Attracted,3.19,12.98,Yes,2,Theme,Psych,Attracted
JBLU_KR,W,NNS3,KR,了解,Attracted,3.19,12.98,Yes,2,Theme,Psych,Attracted
CQH_VN,W,NNS3,VN,产生,Attracted,4.05,9.27,Yes,4,Concerned,Functional,Attracted
YENY_KZ,W,NNS3,TK,产生,Attracted,4.05,9.27,Yes,4,Concerned,Functional,Attracted
JXX_KR,W,NNS3,KR,产生,Attracted,4.05,9.27,Yes,4,Concerned,Functional,Attracted
JMZJ_KR,W,NNS3,KR,产生,Attracted,4.05,9.27,Yes,4,Concerned,Functional,Attracted
DFH_TH,W,NNS3,TH,产生,Attracted,9.09,20.39,Yes,4,Stimulus,Psych,Attracted
ANA_RU,W,NNS3,RU,充满,Attracted,4.30,7.41,Yes,4,Theme,Functional,Attracted
TMEW_UZ,W,NNS3,TK,充满,Attracted,4.30,7.41,Yes,4,Theme,Functional,Attracted
ALFA_YE,W,NNS3,AR,充满,Attracted,4.30,7.41,Yes,4,Theme,Functional,Attracted
YLN_RU,W,NNS3,RU,失去,Attracted,1.50,3.71,Yes,4,Stimulus,Functional,Attracted
JZHX_KR,S,NNS3,KR,好,Repelled,0.02,0.00,Yes,1,Concerned,Attribute,Repelled
AYD_KG,S,NNS3,TK,好,Repelled,0.02,0.00,Yes,1,Concerned,Attribute,Repelled
DJM_KR,S,NNS3,KR,好,Repelled,0.02,0.00,Yes,1,Concerned,Attribute,Repelled
BL_CL,S,NNS3,ES,好,Repelled,0.02,0.00,Yes,1,Concerned,Attribute,Repelled
DL_TG,S,NNS3,EN,好,Repelled,0.02,0.00,Yes,1,Concerned,Attribute,Repelled
NE_KZ,S,NNS3,TK,好,Repelled,0.02,0.00,Yes,1,Concerned,Attribute,Repelled
DFH_TH,S,NNS3,TH,好,Repelled,0.02,0.00,Yes,1,Concerned,Attribute,Repelled
HTYJ_JP,S,NNS3,JP,好,Repelled,0.02,0.00,Yes,1,Concerned,Attribute,Repelled
XLNS_JP,S,NNS3,JP,好,Repelled,0.02,0.00,Yes,1,Concerned,Attribute,Repelled
GQ_TJ,S,NNS3,Other,好,Repelled,0.02,0.00,Yes,1,Concerned,Attribute,Repelled
GQ_TJ,S,NNS3,Other,好,Repelled,0.02,0.00,Yes,1,Concerned,Attribute,Repelled
QSQ_KR,W,NNS3,KR,好,Repelled,0.02,0.00,Yes,1,Concerned,Attribute,Repelled
QSQ_KR,W,NNS3,KR,好,Repelled,0.02,0.00,Yes,1,Concerned,Attribute,Repelled
JZHX_KR,W,NNS3,KR,好,Repelled,0.02,0.00,Yes,1,Concerned,Attribute,Repelled
ZYJA_TH,W,NNS3,TH,好,Repelled,0.02,0.00,Yes,1,Concerned,Attribute,Repelled
JCXI_KR,W,NNS3,KR,好,Repelled,0.02,0.00,Yes,1,Concerned,Attribute,Repelled
LQQ_TH,W,NNS3,TH,是,Attracted,6.62,18.54,Yes,1,Concerned,Functional,Repelled
DLY_RU,W,NNS3,RU,存在,Attracted,0.69,0.00,Yes,4,Theme,Functional,Repelled
HPL_TH,W,NNS3,TH,实行,Attracted,5.76,0.00,Yes,5,Scope,Functional,Repelled
QJY_KR,S,NNS3,KR,容易,Repelled,0.02,0.00,Yes,2,Concerned,Attribute,Repelled
HH_SD,S,NNS3,AR,影响,Attracted,1.22,11.12,Yes,2,Concerned,Functional,Attracted
LWP_TH,W,NNS3,TH,影响,Attracted,1.22,11.12,Yes,2,Concerned,Functional,Attracted
LK_FR,W,NNS3,FR,影响,Attracted,1.22,11.12,Yes,2,Concerned,Functional,Attracted
ZCY_KR,W,NNS3,KR,影响,Attracted,1.22,11.12,Yes,2,Concerned,Functional,Attracted
ZCY_KR,W,NNS3,KR,亲切,Attracted,0.08,1.85,Yes,2,Recipient,Manner,Attracted
QAL_KZ,W,NNS3,TK,念念不忘,Attracted,0.05,0.00,Yes,6,Stimulus,Psych,Repelled
JBLU_KR,W,NNS3,KR,想,Repelled,0.40,0.00,No,1,Theme,Psych,Repelled
GSJ_TH,S,NNS3,TH,感,Attracted,1.84,53.75,Yes,2,Stimulus,Psych,Attracted
GSJ_TH,S,NNS3,TH,感,Attracted,1.84,53.75,Yes,2,Stimulus,Psych,Attracted
YYQH_JP,S,NNS3,JP,感,Attracted,1.84,53.75,Yes,2,Stimulus,Psych,Attracted
MQH_VN,W,NNS3,VN,感,Attracted,1.84,53.75,Yes,2,Stimulus,Psych,Attracted
WLN_KZ,W,NNS3,TK,感,Attracted,1.84,53.75,Yes,2,Stimulus,Psych,Attracted
YENY_KZ,W,NNS3,TK,感,Attracted,1.84,53.75,Yes,2,Stimulus,Psych,Attracted
ZZ_KZ,W,NNS3,TK,感,Attracted,1.84,53.75,Yes,2,Stimulus,Psych,Attracted
XIW_RU,W,NNS3,RU,感,Attracted,1.84,53.75,Yes,2,Stimulus,Psych,Attracted
ZJM_IR,W,NNS3,Other,感,Attracted,1.84,53.75,Yes,2,Stimulus,Psych,Attracted
DAJM_RU,W,NNS3,RU,感,Attracted,1.84,53.75,Yes,2,Stimulus,Psych,Attracted
FSHY_VN,W,NNS3,VN,感,Attracted,1.84,53.75,Yes,2,Stimulus,Psych,Attracted
MQH_VN,W,NNS3,VN,感,Attracted,1.84,53.75,Yes,2,Stimulus,Psych,Attracted
CGL_MG,W,NNS3,Other,感,Attracted,1.84,53.75,Yes,2,Stimulus,Psych,Attracted
DLST_UZ,W,NNS3,TK,感,Attracted,1.84,53.75,Yes,2,Stimulus,Psych,Attracted
DLST_UZ,W,NNS3,TK,感,Attracted,1.84,53.75,Yes,2,Stimulus,Psych,Attracted
HANL_KZ,W,NNS3,TK,感,Attracted,1.84,53.75,Yes,2,Stimulus,Psych,Attracted
QS_US,W,NNS3,EN,感,Attracted,1.84,53.75,Yes,2,Stimulus,Psych,Attracted
WHY_TH,W,NNS3,TH,感,Attracted,1.84,53.75,Yes,2,Stimulus,Psych,Attracted
YLYA_RU,W,NNS3,RU,感,Attracted,1.84,53.75,Yes,2,Stimulus,Psych,Attracted
LUJ_PA,W,NNS3,ES,感,Attracted,1.84,53.75,Yes,2,Stimulus,Psych,Attracted
FSHY_VN,W,NNS3,VN,感,Attracted,1.84,53.75,Yes,2,Stimulus,Psych,Attracted
LUJ_PA,W,NNS3,ES,感,Attracted,1.84,53.75,Yes,2,Stimulus,Psych,Attracted
RYQ_VN,W,NNS3,VN,感,Attracted,1.84,53.75,Yes,2,Stimulus,Psych,Attracted
RYQ_VN,W,NNS3,VN,感,Attracted,1.84,53.75,Yes,2,Stimulus,Psych,Attracted
ZLB_RU,W,NNS3,RU,感,Attracted,1.84,53.75,Yes,2,Stimulus,Psych,Attracted
LYN_RU,W,NNS3,RU,感,Attracted,1.84,53.75,Yes,2,Stimulus,Psych,Attracted
HSHU_ID,W,NNS3,Other,感,Attracted,1.84,53.75,Yes,2,Stimulus,Psych,Attracted
