ID,Mode,Proficiency,Nationality,L1,Verb,Native_COLL,Native,Textbook,Textbook_COLL,Reliability,Accessibility,Functions,Semantics,Error,ErrorType
JZUE_KR,W,NNS2,KR,KR,好,Repelled,0.02,0.00,Repelled,Yes,1,Concerned,Attribute,Correct,Correct
JZUE_KR,W,NNS2,KR,KR,好,Repelled,0.02,0.00,Repelled,Yes,1,Concerned,Attribute,Correct,Correct
JZUE_KR,W,NNS2,KR,KR,好,Repelled,0.02,0.00,Repelled,Yes,1,Concerned,Attribute,Correct,Correct
JZUE_KR,W,NNS2,KR,KR,好,Repelled,0.02,0.00,Repelled,Yes,1,Concerned,Attribute,Correct,Correct
JZUE_KR,W,NNS2,KR,KR,好,Repelled,0.02,0.00,Repelled,Yes,1,Concerned,Attribute,Correct,Correct
DCYY_JP,W,NNS2,JP,JP,好,Repelled,0.02,0.00,Repelled,Yes,1,Concerned,Attribute,Correct,Correct
BALID_GN,W,NNS2,GN,EN,好,Repelled,0.02,0.00,Repelled,Yes,1,Concerned,Attribute,Correct,Correct
LYZI_KR,W,NNS2,KR,KR,好,Repelled,0.02,0.00,Repelled,Yes,1,Concerned,Attribute,Correct,Correct
QBYZ_JP,W,NNS2,JP,JP,好,Repelled,0.02,0.00,Repelled,Yes,1,Concerned,Attribute,Correct,Correct
QBYZ_JP,W,NNS2,JP,JP,好,Repelled,0.02,0.00,Repelled,Yes,1,Concerned,Attribute,Correct,Correct
MWH_VE,W,NNS2,VE,ES,好,Repelled,1.20,5.56,Repelled,Yes,1,Target,Manner,Correct,Correct
ABL_UZ,W,NNS2,UZ,TK,好,Repelled,1.20,5.56,Repelled,Yes,1,Target,Manner,Correct,Correct
ABL_UZ,W,NNS2,UZ,TK,好,Repelled,0.02,0.00,Repelled,Yes,1,Concerned,Attribute,Correct,Correct
BALID_GN,W,NNS2,GN,EN,好,Repelled,0.02,0.00,Repelled,Yes,1,Concerned,Attribute,Correct,Correct
LZYA_KR,W,NNS2,KR,KR,好,Repelled,0.02,0.00,Repelled,Yes,1,Concerned,Attribute,Correct,Correct
HPL_TH,W,NNS2,TH,TH,好,Repelled,1.20,5.56,Repelled,Yes,1,Target,Manner,Correct,Correct
BYL_BR,W,NNS2,BR,PT,好,Repelled,0.02,0.00,Repelled,Yes,1,Concerned,Attribute,Error,word_order
BYL_BR,W,NNS2,BR,PT,好,Repelled,0.02,0.00,Repelled,Yes,1,Concerned,Attribute,Correct,Correct
AYN_RU,W,NNS2,RU,RU,好奇,Attracted,0.15,"1.854	",Attracted,Yes,4,Stimulus,Psych,Correct,Correct
JZXIU_KR,W,NNS2,KR,KR,好奇,Attracted,0.15,"1.854	",Attracted,Yes,4,Stimulus,Psych,Correct,Correct
LZYA_KR,W,NNS2,KR,KR,好奇,Attracted,0.15,"1.854	",Attracted,Yes,4,Stimulus,Psych,Correct,Correct
MRN_BR,W,NNS2,BR,PT,好奇,Attracted,0.15,"1.854	",Attracted,Yes,4,Stimulus,Psych,Correct,Correct
SSXI_KR,W,NNS2,KR,KR,好奇,Attracted,0.15,"1.854	",Attracted,Yes,4,Stimulus,Psych,Correct,Correct
WDLY_RU,W,NNS2,RU,RU,好奇,Attracted,0.15,"1.854	",Attracted,Yes,4,Stimulus,Psych,Correct,Correct
YIL_BR,W,NNS2,BR,PT,好奇,Attracted,0.15,"1.854	",Attracted,Yes,4,Stimulus,Psych,Correct,Correct
YLSB_PE,W,NNS2,PE,ES,好奇,Attracted,0.15,"1.854	",Attracted,Yes,4,Stimulus,Psych,Correct,Correct
ZHH_TH,W,NNS2,TH,TH,好奇,Attracted,0.15,"1.854	",Attracted,Yes,4,Stimulus,Psych,Correct,Correct
ZYY_VE,W,NNS2,VE,ES,好奇,Attracted,0.15,"1.854	",Attracted,Yes,4,Stimulus,Psych,Correct,Correct
BALID_GN,W,NNS2,GN,EN,好奇,Attracted,0.15,"1.854	",Attracted,Yes,4,Stimulus,Psych,Correct,Correct
LBK_VE,W,NNS2,VE,ES,好奇,Attracted,0.15,"1.854	",Attracted,Yes,4,Stimulus,Psych,Correct,Correct
LMN_TH,W,NNS2,TH,TH,好奇,Attracted,0.15,"1.854	",Attracted,Yes,4,Stimulus,Psych,Correct,Correct
LTQ_PE,W,NNS2,PE,ES,好奇,Attracted,0.15,"1.854	",Attracted,Yes,4,Stimulus,Psych,Correct,Correct
SMER_KZ,W,NNS2,KZ,TK,好奇,Attracted,0.15,"1.854	",Attracted,Yes,4,Stimulus,Psych,Correct,Correct
XCYH_JP,W,NNS2,JP,JP,好奇,Attracted,0.15,"1.854	",Attracted,Yes,4,Stimulus,Psych,Correct,Correct
ZYG_VE,W,NNS2,VE,ES,好奇,Attracted,0.15,"1.854	",Attracted,Yes,4,Stimulus,Psych,Correct,Correct
LBK_VE,W,NNS2,VE,ES,好奇,Attracted,0.15,"1.854	",Attracted,Yes,4,Stimulus,Psych,Correct,Correct
LXHU_KR,W,NNS2,KR,KR,*,Attracted,6.62,18.54,Repelled,*,1,Concerned,Functional,Error,omission
BYL_BR,W,NNS2,BR,PT,实行,Attracted,5.76,0.00,N/A,Yes,5,Scope,Functional,Correct,Correct
CAMLG_TH,W,NNS2,TH,TH,尊重,Attracted,0.78,1.85,N/A,Yes,3,Target,Manner,Correct,Correct
SGY_KR,W,NNS2,KR,KR,建议,Repelled,0.03,0.00,Repelled,No,3,Target,Communication,Error,collocation_error
CLY_KR,S,NNS2,KR,KR,放开,Attracted,0.08,0.00,Repelled,No,4,Scope,Functional,Error,collocation_error
YLC_TH,W,NNS2,TH,TH,开玩笑,Attracted,0.40,0.00,Repelled,No,3,Target,Communication,Correct,Correct
CYD_TH,W,NNS2,TH,TH,开玩笑,Attracted,0.40,0.00,Repelled,No,3,Target,Communication,Correct,Correct
ZCYT_JP,W,NNS2,JP,JP,影响,Attracted,1.22,11.12,Attracted,Yes,2,Concerned,Functional,Correct,Correct
CRHI_KR,W,NNS2,KR,KR,影响,Attracted,1.22,11.12,Attracted,Yes,2,Concerned,Functional,Correct,Correct
AMI_GN,W,NNS2,GN,EN,微笑,Attracted,1.66,5.56,Attracted,No,4,Target,Physical,Correct,Correct
JZP_CN,W,NNS2,CN,Other,微笑,Attracted,1.66,5.56,Attracted,No,4,Target,Physical,Correct,Correct
HSE_PK,W,NNS2,PK,Other,微笑,Attracted,1.66,5.56,Attracted,No,4,Target,Physical,Correct,Correct
LXHU_KR,W,NNS2,KR,KR,*,Attracted,6.62,18.54,Repelled,*,1,Concerned,Functional,Error,omission
CSQS_VN,S,NNS2,VN,VN,好,Repelled,1.20,5.56,Repelled,Yes,1,Target,Manner,Correct,Correct
JTN_GQ,S,NNS2,GQ,ES,好,Repelled,1.20,5.56,Repelled,Yes,1,Target,Manner,Correct,Correct
LCL_KR,S,NNS2,KR,KR,好,Repelled,1.20,5.56,Repelled,Yes,1,Target,Manner,Correct,Correct
LBK_VE,S,NNS2,VE,ES,好,Repelled,1.20,5.56,Repelled,Yes,1,Target,Manner,Correct,Correct
LMA_PT,S,NNS2,PT,PT,好,Repelled,1.20,5.56,Repelled,Yes,1,Target,Manner,Correct,Correct
XJ_RU,S,NNS2,RU,RU,好,Repelled,1.20,5.56,Repelled,Yes,1,Target,Manner,Correct,Correct
XMJ_FR,S,NNS2,FR,FR,好,Repelled,1.20,5.56,Repelled,Yes,1,Target,Manner,Correct,Correct
HYH_KR,W,NNS2,KR,KR,怨愤,Repelled,0.00,0.00,Repelled,Yes,6,Stimulus,Psych,Correct,Correct
CJR_TH,S,NNS2,TH,TH,感,Attracted,1.84,53.75,Attracted,Yes,2,Stimulus,Psych,Correct,Correct
HAS_CU,S,NNS2,CU,ES,有,Attracted,4.49,77.85,Attracted,Yes,1,Stimulus,Functional,Error,insertion
HAS_CU,S,NNS2,CU,ES,感,Attracted,1.84,53.75,Attracted,Yes,2,Stimulus,Psych,Correct,Correct
WUYM_CR,S,NNS2,CR,ES,感,Attracted,1.84,53.75,Attracted,Yes,2,Stimulus,Psych,Correct,Correct
DYSR_JP,S,NNS2,JP,JP,感,Attracted,1.84,53.75,Attracted,Yes,2,Stimulus,Psych,Correct,Correct
PML_CG,S,NNS2,CG,FR,有,Attracted,4.49,77.85,Attracted,Yes,1,Stimulus,Functional,Error,insertion
WDLY_RU,S,NNS2,RU,RU,感,Attracted,1.84,53.75,Attracted,Yes,2,Stimulus,Psych,Correct,Correct
YYQ_CH,S,NNS2,CH,Other,感,Attracted,1.84,53.75,Attracted,Yes,2,Stimulus,Psych,Error,insertion
YYQ_CH,S,NNS2,CH,Other,感,Attracted,1.84,53.75,Attracted,Yes,2,Stimulus,Psych,Correct,Correct
AHL_PE,S,NNS2,PE,ES,感,Attracted,1.84,53.75,Attracted,Yes,2,Stimulus,Psych,Correct,Correct
WYMU_SD,S,NNS2,SD,AR,感,Attracted,1.84,53.75,Attracted,Yes,2,Stimulus,Psych,Correct,Correct
JXZ_KR,S,NNS2,KR,KR,感,Attracted,1.84,53.75,Attracted,Yes,2,Stimulus,Psych,Correct,Correct
SJNS_JP,W,NNS2,JP,JP,有,Attracted,4.49,77.85,Attracted,Yes,1,Stimulus,Functional,Error,insertion
JHXU_KR,W,NNS2,KR,KR,感,Attracted,1.84,53.75,Attracted,Yes,2,Stimulus,Psych,Correct,Correct
WYS_TH,W,NNS2,TH,TH,感,Attracted,1.84,53.75,Attracted,Yes,2,Stimulus,Psych,Correct,Correct
WYS_TH,W,NNS2,TH,TH,感,Attracted,1.84,53.75,Attracted,Yes,2,Stimulus,Psych,Correct,Correct
YSLI_PE,W,NNS2,PE,ES,感,Attracted,1.84,53.75,Attracted,Yes,2,Stimulus,Psych,Correct,Correct
ZSZ_KR,W,NNS2,KR,KR,感,Attracted,1.84,53.75,Attracted,Yes,2,Stimulus,Psych,Correct,Correct
ZTT_TH,W,NNS2,TH,TH,感,Attracted,1.84,53.75,Attracted,Yes,2,Stimulus,Psych,Correct,Correct
BAOLUO_CL,W,NNS2,CL,ES,感,Attracted,1.84,53.75,Attracted,Yes,2,Stimulus,Psych,Correct,Correct
HNN_PE,W,NNS2,PE,ES,感,Attracted,1.84,53.75,Attracted,Yes,2,Stimulus,Psych,Correct,Correct
JHXI_KR,W,NNS2,KR,KR,感,Attracted,1.84,53.75,Attracted,Yes,2,Stimulus,Psych,Correct,Correct
GQQG_JP,W,NNS2,JP,JP,感,Attracted,1.84,53.75,Attracted,Yes,2,Stimulus,Psych,Correct,Correct
JAL_KR,W,NNS2,KR,KR,感,Attracted,1.84,53.75,Attracted,Yes,2,Stimulus,Psych,Correct,Correct
YLSB_PE,W,NNS2,PE,ES,感,Attracted,1.84,53.75,Attracted,Yes,2,Stimulus,Psych,Correct,Correct
AHL_PE,W,NNS2,PE,ES,感,Attracted,1.84,53.75,Attracted,Yes,2,Stimulus,Psych,Correct,Correct
HPL_TH,W,NNS2,TH,TH,感,Attracted,1.84,53.75,Attracted,Yes,2,Stimulus,Psych,Correct,Correct
JZIE_KR,W,NNS2,KR,KR,感,Attracted,1.84,53.75,Attracted,Yes,2,Stimulus,Psych,Correct,Correct
PL_KR,W,NNS2,KR,KR,感,Attracted,1.84,53.75,Attracted,Yes,2,Stimulus,Psych,Correct,Correct
ZXLI_TH,W,NNS2,TH,TH,感,Attracted,1.84,53.75,Attracted,Yes,2,Stimulus,Psych,Correct,Correct
WJL_VE,W,NNS2,VE,ES,感,Attracted,1.84,53.75,Attracted,Yes,2,Stimulus,Psych,Correct,Correct
ZYK_VE,W,NNS2,VE,ES,感,Attracted,1.84,53.75,Attracted,Yes,2,Concerned,Psych,Error,preposition_misuse
JDR_KR,W,NNS2,KR,KR,感到,Attracted,11.04,5.56,Repelled,Yes,2,Stimulus,Psych,Error,collocation_error
YESE_KZ,W,NNS2,KZ,TK,感,Attracted,1.84,53.75,Attracted,Yes,2,Stimulus,Psych,Correct,Correct
WAL_EE,W,NNS2,EE,Other,感,Attracted,1.84,53.75,Attracted,Yes,2,Stimulus,Psych,Correct,Correct
WDLY_RU,W,NNS2,RU,RU,感,Attracted,1.84,53.75,Attracted,Yes,2,Stimulus,Psych,Correct,Correct
GBQ_TH,W,NNS2,TH,TH,感,Attracted,1.84,53.75,Attracted,Yes,2,Stimulus,Psych,Correct,Correct
QY_TH,W,NNS2,TH,TH,感,Attracted,1.84,53.75,Attracted,Yes,2,Stimulus,Psych,Error,collocation_error
QY_TH,W,NNS2,TH,TH,感,Attracted,1.84,53.75,Attracted,Yes,2,Stimulus,Psych,N/A,collocation_error
WDLY_RU,W,NNS2,RU,RU,感,Attracted,1.84,53.75,Attracted,Yes,2,Stimulus,Psych,N/A,collocation_error
HSE_PK,W,NNS2,PK,Other,感,Attracted,1.84,53.75,Attracted,Yes,2,Stimulus,Psych,Error,collocation_error
SSXI_KR,W,NNS2,KR,KR,感,Attracted,1.84,53.75,Attracted,Yes,2,Stimulus,Psych,N/A,collocation_error
SSXI_KR,W,NNS2,KR,KR,感,Attracted,1.84,53.75,Attracted,Yes,2,Stimulus,Psych,N/A,collocation_error
BBXL_JP,W,NNS2,JP,JP,感,Attracted,1.84,53.75,Attracted,Yes,2,Stimulus,Psych,Correct,Correct
BBXL_JP,W,NNS2,JP,JP,感,Attracted,1.84,53.75,Attracted,Yes,2,Stimulus,Psych,Correct,Correct
BBXL_JP,W,NNS2,JP,JP,感,Attracted,1.84,53.75,Attracted,Yes,2,Stimulus,Psych,Correct,Correct
FSFQ_VN,W,NNS2,VN,VN,感,Attracted,1.84,53.75,Attracted,Yes,2,Stimulus,Psych,Correct,Correct
JZIE_KR,W,NNS2,KR,KR,感,Attracted,1.84,53.75,Attracted,Yes,2,Stimulus,Psych,Correct,Correct
JZXIU_KR,W,NNS2,KR,KR,感,Attracted,1.84,53.75,Attracted,Yes,2,Stimulus,Psych,Correct,Correct
LHYI_VN,W,NNS2,VN,VN,感,Attracted,1.84,53.75,Attracted,Yes,2,Stimulus,Psych,Correct,Correct
LWL_ID,W,NNS2,ID,Other,滋长,Repelled,0.00,0.00,N/A,Yes,6,Stimulus,Psych,Error,insertion
LZYA_KR,W,NNS2,KR,KR,感,Attracted,1.84,53.75,Attracted,Yes,2,Stimulus,Psych,Correct,Correct
PQY_KR,W,NNS2,KR,KR,感,Attracted,1.84,53.75,Attracted,Yes,2,Stimulus,Psych,Correct,Correct
QFM_KR,W,NNS2,KR,KR,感,Attracted,1.84,53.75,Attracted,Yes,2,Stimulus,Psych,Correct,Correct
WUYM_CR,W,NNS2,CR,ES,感,Attracted,1.84,53.75,Attracted,Yes,2,Stimulus,Psych,Correct,Correct
YIL_BR,W,NNS2,BR,PT,感,Attracted,1.84,53.75,Attracted,Yes,2,Stimulus,Psych,Correct,Correct
ZHH_TH,W,NNS2,TH,TH,感,Attracted,1.84,53.75,Attracted,Yes,2,Stimulus,Psych,Correct,Correct
ZYY_VE,W,NNS2,VE,ES,感,Attracted,1.84,53.75,Attracted,Yes,2,Stimulus,Psych,Correct,Correct
BALID_GN,W,NNS2,GN,EN,感,Attracted,1.84,53.75,Attracted,Yes,2,Stimulus,Psych,Correct,Correct
EI_RU,W,NNS2,RU,RU,感,Attracted,1.84,53.75,Attracted,Yes,2,Stimulus,Psych,Correct,Correct
LBK_VE,W,NNS2,VE,ES,感,Attracted,1.84,53.75,Attracted,Yes,2,Stimulus,Psych,Correct,Correct
LTQ_PE,W,NNS2,PE,ES,感,Attracted,1.84,53.75,Attracted,Yes,2,Stimulus,Psych,Correct,Correct
SMER_KZ,W,NNS2,KZ,TK,感,Attracted,1.84,53.75,Attracted,Yes,2,Stimulus,Psych,Correct,Correct
XCYH_JP,W,NNS2,JP,JP,感,Attracted,1.84,53.75,Attracted,Yes,2,Stimulus,Psych,Correct,Correct
JJL_KR,W,NNS2,KR,KR,感,Attracted,1.84,53.75,Attracted,Yes,2,Stimulus,Psych,Error,insertion
JJL_KR,W,NNS2,KR,KR,感,Attracted,1.84,53.75,Attracted,Yes,2,Stimulus,Psych,Correct,Correct
JJL_KR,W,NNS2,KR,KR,感,Attracted,1.84,53.75,Attracted,Yes,2,Stimulus,Psych,Correct,Correct
PZY_KR,W,NNS2,KR,KR,感,Attracted,1.84,53.75,Attracted,Yes,2,Stimulus,Psych,Correct,Correct
HDY_KR,W,NNS2,KR,KR,感,Attracted,1.84,53.75,Attracted,Yes,2,Stimulus,Psych,Correct,Correct
JZXIU_KR,W,NNS2,KR,KR,感,Attracted,1.84,53.75,Attracted,Yes,2,Stimulus,Psych,Correct,Correct
QBYZ_JP,W,NNS2,JP,JP,感,Attracted,1.84,53.75,Attracted,Yes,2,Stimulus,Psych,Correct,Correct
ZYY_VE,W,NNS2,VE,ES,感,Attracted,1.84,53.75,Attracted,Yes,2,Stimulus,Psych,Error,insertion
CJR_TH,W,NNS2,TH,TH,感,Attracted,1.84,53.75,Attracted,Yes,2,Stimulus,Psych,Correct,Correct
LBK_VE,W,NNS2,VE,ES,感,Attracted,1.84,53.75,Attracted,Yes,2,Stimulus,Psych,Correct,Correct
WDLY_RU,W,NNS2,RU,RU,感,Attracted,1.84,53.75,Attracted,Yes,2,Stimulus,Psych,Correct,Correct
WUYM_CR,W,NNS2,CR,ES,感,Attracted,1.84,53.75,Attracted,Yes,2,Stimulus,Psych,Correct,Correct
WDLY_RU,W,NNS2,RU,RU,感,Attracted,1.84,53.75,Attracted,Yes,2,Stimulus,Psych,Correct,Correct
WDLY_RU,W,NNS2,RU,RU,感,Attracted,1.84,53.75,Attracted,Yes,2,Stimulus,Psych,Correct,Correct
WDLY_RU,W,NNS2,RU,RU,感,Attracted,1.84,53.75,Attracted,Yes,2,Stimulus,Psych,Correct,Correct
AYN_RU,W,NNS2,RU,RU,感,Attracted,1.84,53.75,Attracted,Yes,2,Stimulus,Psych,Correct,Correct
JHF_KR,W,NNS2,KR,KR,感,Attracted,1.84,53.75,Attracted,Yes,2,Stimulus,Psych,Correct,Correct
JHF_KR,W,NNS2,KR,KR,感,Attracted,1.84,53.75,Attracted,Yes,2,Stimulus,Psych,Correct,Correct
ZYY_VE,W,NNS2,VE,ES,感,Attracted,1.84,53.75,Attracted,Yes,2,Stimulus,Psych,Correct,Correct
YYQH_JP,W,NNS2,JP,JP,感,Attracted,1.84,53.75,Attracted,Yes,2,Stimulus,Psych,Correct,Correct
QYX_KR,W,NNS2,KR,KR,感,Attracted,1.84,53.75,Attracted,Yes,2,Stimulus,Psych,Correct,Correct
LHYI_VN,W,NNS2,VN,VN,感,Attracted,1.84,53.75,Attracted,Yes,2,Stimulus,Psych,Correct,Correct
QBYZ_JP,W,NNS2,JP,JP,感,Attracted,1.84,53.75,Attracted,Yes,2,Concerned,Psych,Error,preposition_misuse
WDLY_RU,W,NNS2,RU,RU,感,Attracted,1.84,53.75,Attracted,Yes,2,Stimulus,Psych,Correct,Correct
WDLY_RU,W,NNS2,RU,RU,感,Attracted,1.84,53.75,Attracted,Yes,2,Stimulus,Psych,Correct,Correct
BALID_GN,W,NNS2,GN,EN,感,Attracted,1.84,53.75,Attracted,Yes,2,Stimulus,Psych,Correct,Correct
LMN_TH,W,NNS2,TH,TH,感,Attracted,1.84,53.75,Attracted,Yes,2,Stimulus,Psych,Correct,Correct
SMER_KZ,W,NNS2,KZ,TK,感,Attracted,1.84,53.75,Attracted,Yes,2,Stimulus,Psych,Correct,Correct
SMER_KZ,W,NNS2,KZ,TK,感,Attracted,1.84,53.75,Attracted,Yes,2,Stimulus,Psych,Correct,Correct
GBQ_TH,W,NNS2,TH,TH,感,Attracted,1.84,53.75,Attracted,Yes,2,Stimulus,Psych,Correct,Correct
HPL_TH,W,NNS2,TH,TH,感,Attracted,1.84,53.75,Attracted,Yes,2,Stimulus,Psych,Correct,Correct
LJN_RU,W,NNS2,RU,RU,感到,Attracted,11.04,5.56,Repelled,Yes,2,Stimulus,Psych,Correct,Correct
SJZB_JP,W,NNS2,JP,JP,感到,Attracted,11.04,5.56,Repelled,Yes,2,Stimulus,Psych,Correct,Correct
LZHY_KR,W,NNS2,KR,KR,感到,Attracted,11.04,5.56,Repelled,Yes,2,Stimulus,Psych,Correct,Correct
GKA_TH,W,NNS2,TH,TH,感到,Attracted,11.04,5.56,Repelled,Yes,2,Stimulus,Psych,Correct,Correct
NJX_KR,W,NNS2,KR,KR,感到,Attracted,11.04,5.56,Repelled,Yes,2,Stimulus,Psych,Correct,Correct
GQQG_JP,W,NNS2,JP,JP,感到,Attracted,11.04,5.56,Repelled,Yes,2,Stimulus,Psych,Correct,Correct
BYL_BR,W,NNS2,BR,PT,感激,Attracted,0.56,1.85,Attracted,Yes,3,Target,Manner,Correct,Correct
YR_ES,W,NNS2,ES,ES,感觉,Attracted,0.22,0.00,Repelled,Yes,3,Stimulus,Psych,Correct,Correct
ZCYT_JP,W,NNS2,JP,JP,感谢,Attracted,0.02,0.00,Repelled,Yes,3,Stimulus,Psych,Correct,Correct
HHC_KR,W,NNS2,KR,KR,批评,Attracted,0.22,1.85,Attracted,No,3,Target,Communication,Correct,Correct
LCL_KR,W,NNS2,KR,KR,投,Attracted,0.99,0.00,Repelled,No,6,Target,Physical,Error,preposition_misuse
CQH_VN,W,NNS2,VN,VN,指示,Attracted,0.02,0.00,Repelled,No,5,Target,Communication,Correct,Correct
LZSA_KR,W,NNS2,KR,KR,支持,Attracted,0.42,1.85,Attracted,Yes,3,Theme,Psych,Correct,Correct
ZLO_RU,S,NNS2,RU,RU,方便,Repelled,0.04,0.00,Repelled,No,2,Concerned,Attribute,Correct,Correct
YZX_KR,W,NNS2,KR,KR,无益,Attracted,0.12,0.00,Repelled,Yes,6,Concerned,Attribute,Correct,Correct
DLYH_RU,S,NNS2,RU,RU,必不可少,Attracted,6.62,18.54,Repelled,No,5,Concerned,Attribute,Correct,Correct
DLYH_RU,S,NNS2,RU,RU,是,Attracted,6.62,18.54,Repelled,Yes,1,Concerned,Functional,Correct,Correct
MLY_RU,S,NNS2,RU,RU,是,Attracted,6.62,18.54,Repelled,Yes,1,Concerned,Functional,Correct,Correct
NSJK_UA,S,NNS2,UA,Other,是,Attracted,6.62,18.54,Repelled,Yes,1,Concerned,Functional,Correct,Correct
NSJK_UA,S,NNS2,UA,Other,是,Attracted,6.62,18.54,Repelled,Yes,1,Concerned,Functional,Correct,Correct
NSJP_RU,S,NNS2,RU,RU,可靠,Attracted,6.62,18.54,Repelled,No,3,Concerned,Attribute,Error,preposition_misuse
MSE_RU,S,NNS2,RU,RU,是,Attracted,6.62,18.54,Repelled,Yes,1,Concerned,Functional,Correct,Correct
MSE_RU,S,NNS2,RU,RU,是,Attracted,6.62,18.54,Repelled,Yes,1,Concerned,Functional,Correct,Correct
BAOLUO_CL,W,NNS2,CL,ES,是,Attracted,6.62,18.54,Repelled,Yes,1,Concerned,Functional,Correct,Correct
LLS_TH,W,NNS2,TH,TH,是,Attracted,6.62,18.54,Repelled,Yes,1,Concerned,Functional,Correct,Correct
LXJ_KR,W,NNS2,KR,KR,是,Attracted,6.62,18.54,Repelled,Yes,1,Concerned,Functional,Correct,Correct
LNA_KZ,W,NNS2,KZ,TK,是,Attracted,6.62,18.54,Repelled,Yes,1,Concerned,Functional,Correct,Correct
LNA_KZ,W,NNS2,KZ,TK,是,Attracted,6.62,18.54,Repelled,Yes,1,Concerned,Functional,Correct,Correct
YR_ES,W,NNS2,ES,ES,是,Attracted,6.62,18.54,Repelled,Yes,1,Concerned,Functional,Correct,Correct
HRZ_MG,S,NNS2,MG,Other,有,Attracted,19.49,87.12,Attracted,Yes,1,Concerned,Functional,Correct,Correct
QZY_KR,S,NNS2,KR,KR,有,Attracted,39.77,61.17,Attracted,Yes,1,Theme,Functional,Correct,Correct
LBO_SE,S,NNS2,SE,Other,有,Attracted,4.49,77.85,Attracted,Yes,1,Experiencer,Functional,Error,preposition_misuse
QFS_KR,S,NNS2,KR,KR,有,Attracted,19.49,87.12,Attracted,Yes,1,Concerned,Functional,Error,collocation_error
QFS_KR,S,NNS2,KR,KR,有,Attracted,19.49,87.12,Attracted,Yes,1,Concerned,Functional,Error,collocation_error
LXHU_KR,W,NNS2,KR,KR,有,Attracted,4.49,77.85,Attracted,Yes,1,Stimulus,Functional,Error,collocation_error
LXHU_KR,W,NNS2,KR,KR,有,Attracted,19.49,87.12,Attracted,Yes,1,Concerned,Functional,Correct,Correct
CMY_VN,W,NNS2,VN,VN,有,Attracted,4.49,77.85,Attracted,Yes,1,Stimulus,Functional,Correct,Correct
YTJ_JP,W,NNS2,JP,JP,有,Attracted,39.77,61.17,Attracted,Yes,1,Target,Functional,Error,collocation_error
LMY_TH,W,NNS2,TH,TH,有,Attracted,19.49,87.12,Attracted,Yes,1,Concerned,Functional,Error,collocation_error
ABL_UZ,W,NNS2,UZ,TK,有,Attracted,39.77,61.17,Attracted,Yes,1,Scope,Functional,Error,word_order
WAL_EE,W,NNS2,EE,Other,有,Attracted,4.49,77.85,Attracted,Yes,1,Stimulus,Functional,Correct,Correct
LZL_GB,S,NNS2,GB,EN,有,Attracted,4.49,77.85,Attracted,Yes,1,Stimulus,Functional,Correct,Correct
YIL_BR,S,NNS2,BR,PT,有,Attracted,4.49,77.85,Attracted,Yes,1,Stimulus,Functional,Correct,Correct
YIL_BR,S,NNS2,BR,PT,有,Attracted,4.49,77.85,Attracted,Yes,1,Stimulus,Functional,Correct,Correct
ZYY_VE,S,NNS2,VE,ES,有,Attracted,4.49,77.85,Attracted,Yes,1,Stimulus,Functional,Correct,Correct
LXB_KR,S,NNS2,KR,KR,有,Attracted,4.49,77.85,Attracted,Yes,1,Stimulus,Functional,Correct,Correct
HRC_DE,S,NNS2,DE,Other,有,Attracted,4.49,77.85,Attracted,Yes,1,Stimulus,Functional,Correct,Correct
ZR_CA,S,NNS2,CA,EN,有,Attracted,4.49,77.85,Attracted,Yes,1,Stimulus,Functional,Correct,Correct
MX_CS,W,NNS2,CS,Other,有,Attracted,4.49,77.85,Attracted,Yes,1,Stimulus,Functional,Correct,Correct
QY_TH,W,NNS2,TH,TH,有,Attracted,4.49,77.85,Attracted,Yes,1,Stimulus,Functional,Correct,Correct
JZHX_KR,W,NNS2,KR,KR,有,Attracted,4.49,77.85,Attracted,Yes,1,Stimulus,Functional,Correct,Correct
NM_KZ,W,NNS2,KZ,TK,有,Attracted,4.49,77.85,Attracted,Yes,1,Stimulus,Functional,Correct,Correct
YSLI_PE,W,NNS2,PE,ES,有,Attracted,4.49,77.85,Attracted,Yes,1,Stimulus,Functional,Correct,Correct
TZH_IT,W,NNS2,IT,Other,有,Attracted,4.49,77.85,Attracted,Yes,1,Stimulus,Functional,Correct,Correct
YIL_BR,W,NNS2,BR,PT,有,Attracted,4.49,77.85,Attracted,Yes,1,Stimulus,Functional,Correct,Correct
YSLI_PE,W,NNS2,PE,ES,有,Attracted,4.49,77.85,Attracted,Yes,1,Stimulus,Functional,Correct,Correct
JXY_KR,W,NNS2,KR,KR,有,Attracted,4.49,77.85,Attracted,Yes,1,Stimulus,Functional,Correct,Correct
YIL_BR,W,NNS2,BR,PT,有,Attracted,4.49,77.85,Attracted,Yes,1,Stimulus,Functional,Correct,Correct
JJB_KR,W,NNS2,KR,KR,有,Attracted,4.49,77.85,Attracted,Yes,1,Stimulus,Functional,Correct,Correct
LWC_TH,W,NNS2,TH,TH,有,Attracted,4.49,77.85,Attracted,Yes,1,Stimulus,Functional,Correct,Correct
LWC_TH,W,NNS2,TH,TH,有,Attracted,4.49,77.85,Attracted,Yes,1,Stimulus,Functional,Correct,Correct
ZYJA_TH,W,NNS2,TH,TH,有,Attracted,19.49,87.12,Attracted,Yes,1,Concerned,Functional,Correct,Correct
YYQ_CH,W,NNS2,CH,Other,有,Attracted,4.49,77.85,Attracted,Yes,1,Stimulus,Functional,Correct,Correct
